company_name,sector,company_size,initial_capital,establishment_date,active,death_date,x,y
汉科（天津）汽车部品有限公司,Parts,XS(微型),11019.99,2010-04-20,True,,-11.4523,-6.4318
天津乌雅汗汽车设备制造有限公司,Parts,XS(微型),5721.05,2010-11-16,True,,-13.1251,-4.5297
天津市加多伦汽车配件有限公司,Electronics,XS(微型),11728.47,2000-05-23,True,,5.4267,-13.2561
天津市耐恩特汽车零部件有限公司,Parts,XS(微型),19726.13,2013-11-14,True,,3.1288,10.7803
天津戎信汽车检具有限公司,Electronics,XS(微型),6071.68,2014-10-28,True,,-8.5788,6.3447
天津众鑫汽车零部件有限责任公司,Parts,S(小型),46060.31,2022-03-15,True,,5.9137,-14.6243
天津瑞海工贸有限公司,Parts,XS(微型),16873.35,2006-02-13,True,,11.3046,-10.3591
天津市日竹压铸材料有限公司,Electronics,XS(微型),13962.31,2010-07-14,True,,0.0089,12.9519
天津博日新汽车零部件有限公司,Electronics,XS(微型),13140.6,2009-06-01,True,,-3.944,-4.5474
中通达（天津）汽车零部件再制造有限公司,Battery/Motor,S(小型),61950.57,2022-02-22,True,,13.8913,-2.3635
天津陆耐汽车零部件有限公司,Parts,XS(微型),8230.1,2021-06-01,True,,2.8509,-2.299
天津东方华冠汽车配件有限公司,Parts,S(小型),32080.56,2009-07-06,True,,-10.1377,-2.509
天津市明晖汽车部件有限公司,Parts,XS(微型),15355.15,2020-03-16,True,,-11.3843,8.1763
天津巨全汽车零部件制造有限公司,Electronics,XS(微型),15371.17,2006-07-19,True,,6.5187,-7.8753
天津年利汽车部件有限公司,Parts,XS(微型),16634.11,2015-05-06,True,,6.5497,-8.3511
天津市格劳瑞工贸有限责任公司,Parts,XS(微型),17733.55,1981-09-14,True,,4.3734,1.467
天津铭卿汽车电子有限公司,OEM,S(小型),45545.24,2021-11-23,True,,-12.6836,10.3359
迪安姆汽车配件（天津）有限公司,Parts,XS(微型),10021.04,2001-12-28,True,,7.8575,11.0411
天津市文达恒业电磁离合器制造有限公司,Parts,XS(微型),15121.39,2006-11-10,True,,-1.3924,5.3162
天津汉德唯汽车辅助装备有限公司,Parts,XS(微型),12310.83,2008-01-08,True,,6.3611,-2.8178
天津市梦展汽车灯有限公司,Parts,XS(微型),13231.11,2004-04-28,True,,-3.8772,-1.3553
天津市宝利群汽车零部件有限公司,Parts,XS(微型),15069.02,2006-11-10,True,,-14.3409,-2.7587
天津市林利顺工贸有限公司,Parts,S(小型),83775.5,2002-09-09,True,,-7.1129,1.1505
天津市汽车变速箱配件厂,Parts,XS(微型),7988.47,1981-05-06,True,,-12.0627,0.659
天津市纵驰汽车零部件有限公司,Electronics,XS(微型),8415.76,2008-07-04,True,,5.3105,-4.6166
天津市浩天伟业汽车制动泵有限公司,Parts,XS(微型),5695.77,2004-06-23,True,,-13.83,6.4924
天津煜林达汽车配件有限公司,Electronics,XS(微型),11146.26,2013-11-26,True,,-9.2979,-7.3646
天津威克特瑞汽车电器有限公司,Parts,XS(微型),5255.44,2006-04-21,True,,7.1995,0.8845
天津市铭杨工贸有限公司,Parts,XS(微型),9534.28,2002-12-08,True,,-7.9409,1.2516
天津市鼎力汽车散热器有限公司,Parts,XS(微型),10609.0,2005-02-02,True,,-10.6704,-4.2814
天津新沃汽车饰件有限责任公司,Parts,XS(微型),7438.49,2025-01-24,True,,-11.2785,-2.7345
天津安美逸盛汽车检具有限公司,Parts,XS(微型),11341.93,2014-11-12,True,,-3.5313,13.6744
天津市天油油泵油嘴制造有限公司,Parts,XS(微型),5215.94,2004-09-03,True,,5.8584,6.1806
恒运（天津）汽车零部件制造有限公司,Electronics,XS(微型),5265.7,2018-02-28,True,,17.7225,-8.4742
天津市恒达泰汽车部件有限公司,Electronics,S(小型),75162.83,2021-10-26,True,,1.2898,7.3745
天津市东达机车车辆配件厂,Parts,XS(微型),8238.09,1990-12-18,True,,8.2168,7.2532
忠林金属连接器（天津）有限公司,Parts,XS(微型),5963.04,2016-11-09,True,,6.9892,9.2262
天津市今盛泰汽车部品有限公司,Parts,XS(微型),10313.16,2014-03-24,True,,-16.68,2.3569
天津市凯田轴瓦厂,Parts,XS(微型),14539.6,2000-03-10,True,,-14.2895,-7.3222
天津市鼎盛鑫达汽车配件有限公司,Parts,XS(微型),6743.84,2010-08-30,True,,-7.7666,1.7142
天津市天创工贸有限公司,Parts,XS(微型),11857.34,2002-10-28,True,,-11.5315,11.6409
天津市汇众汽车齿轮有限公司,Parts,XS(微型),5628.0,1993-12-16,True,,2.5141,-6.6496
天津市兴旺飞翼腾达汽车厢体制造有限公司,Parts,S(小型),21734.72,2015-07-24,True,,-8.3159,0.1957
天津瓦尔塔汽车配件有限公司,Electronics,XS(微型),10444.25,2017-05-22,True,,-7.4314,-6.7727
天津市德林汽车配件制造有限公司,Parts,XS(微型),10579.49,2011-08-02,True,,-11.2356,-1.6247
天津盛瑞辉汽车部件有限公司,Parts,XS(微型),12098.77,2012-07-03,True,,12.8759,10.455
天津市鼎盛永强汽车配件有限公司,Parts,XS(微型),13681.09,2010-11-29,True,,-7.9976,1.2947
天津市飞瑞达汽车零部件有限公司,Parts,S(小型),96188.1,2007-07-03,True,,-13.9135,-3.7457
天津原驰汽车部品有限公司,Parts,XS(微型),10228.54,2015-03-03,True,,-9.2352,-2.9915
天津市富士汽车零部件发展中心,Parts,XS(微型),7823.65,2000-08-09,True,,2.5609,1.2058
麦立兴（天津）有限责任公司,Battery/Motor,XS(微型),15056.35,2021-12-13,True,,4.8939,-8.3913
天津旭友工贸有限公司,Parts,XS(微型),7278.25,2002-12-03,True,,3.426,2.089
天津市远瑞汽车零配件有限公司,Electronics,XS(微型),9188.76,2016-09-21,True,,14.0269,-6.4047
天津克林凯汽车部件有限公司,Parts,XS(微型),5574.49,2004-10-28,True,,14.5999,-8.4316
天津市华国汽车部件有限公司,Parts,XS(微型),5178.84,2004-05-16,True,,-14.236,-3.7721
天津市天盛汽车配件有限公司,OEM,XS(微型),18990.75,2005-07-19,True,,-9.2239,-3.2382
耀重联合汽车部品（天津）有限公司,Parts,XS(微型),15932.36,2019-12-30,True,,-9.7387,0.6565
天津市佳通滤清器有限公司,Parts,XS(微型),13121.64,2009-03-30,True,,8.4327,8.4753
天津市三恩微型汽车零部件有限公司,Parts,XS(微型),8814.23,2006-06-05,True,,-6.5483,10.4067
天津市龙得机械厂,Parts,XS(微型),6357.75,2003-04-09,True,,-8.9724,-1.3248
天津瑞格明泰汽车零部件有限公司,Electronics,S(小型),25726.15,2022-01-06,True,,4.7858,11.0749
天津市均华汽车部件有限公司,Parts,XS(微型),7073.45,2011-12-02,True,,-18.848,5.0558
天津市宏翊工贸有限公司,Electronics,S(小型),48408.65,2004-08-03,True,,5.5726,4.2275
天津金泽汽车标准件有限公司,Parts,XS(微型),13464.79,1994-06-09,True,,-5.6269,16.4
天津市鸿博汽车设备有限公司,Electronics,XS(微型),12486.72,2017-04-25,True,,-14.3153,-4.2416
天津市盟毅诚机车车辆设备配件厂,Parts,XS(微型),7370.67,2001-11-23,True,,-15.8142,-6.5454
天津煜麟汽车部件有限公司,Parts,S(小型),92993.41,2022-10-21,True,,14.2068,3.9826
天津市瑶华产教融合研究开发院（有限合伙）,Parts,XS(微型),13906.83,2021-05-21,True,,-2.6403,-2.8021
天津市圣豪汽车用品有限公司,Parts,XS(微型),10782.62,2007-08-06,True,,5.191,-8.956
天津市福岛汽车装备有限公司,Parts,S(小型),53530.89,2016-04-22,True,,16.3577,-6.4806
天津市松源电动汽车配件有限公司,Parts,XS(微型),8945.29,2010-02-05,True,,15.7104,4.597
天津华信汽车零部件有限公司,Electronics,S(小型),29797.96,2023-05-15,True,,17.5396,-3.4146
天津市三星伟业汽车电器有限公司,Parts,XS(微型),8190.06,2007-04-19,True,,4.4629,7.42
天津市津明汽车部件制造有限公司,Parts,XS(微型),14296.8,2020-11-19,True,,-9.1134,4.4463
天津市嘉英源工贸有限公司,Parts,XS(微型),5100.77,1998-07-21,True,,3.7433,14.3406
天津汇众汽车零部件制造有限公司,Parts,XS(微型),5872.9,2022-12-06,True,,11.6659,-10.7042
天津万里达汽车箱体有限公司,Parts,XS(微型),5329.25,2013-04-18,True,,-2.7454,8.6685
天津宝捷汽车零部件有限公司,Parts,XS(微型),5290.43,2023-05-25,True,,-11.2535,-2.9856
天津市西青区永祥电泳厂,Parts,XS(微型),16368.49,1999-02-04,True,,-11.76,-7.348
天津市亚拓汽车部件制造有限公司,Parts,XS(微型),13262.16,2008-08-05,True,,16.7885,-6.4884
天津市顺海工贸有限公司,Parts,S(小型),42900.59,1998-01-05,True,,9.5264,-1.5237
天津博众汽车零部件有限公司,Parts,XS(微型),5726.27,2019-06-26,True,,4.6682,4.9345
天津市吉顺达汽车部件有限公司,Parts,XS(微型),9884.44,2010-08-03,True,,-8.9504,-2.0407
天津加州汽车服务有限公司,Parts,S(小型),42852.14,1993-12-03,True,,6.6045,-9.4801
天津市天发汽车配件有限公司,Parts,XS(微型),6356.94,2004-06-22,True,,-6.5143,-2.5022
天津市泽润通汽车配件有限公司,Parts,XS(微型),9123.78,2017-11-21,True,,5.8371,10.5661
天津市久盛达汽车配件有限公司,Parts,XS(微型),8687.48,2006-11-10,True,,-11.9367,-0.4128
天津市科锐工贸有限公司,Electronics,XS(微型),11742.18,2003-12-09,True,,-2.5376,5.9042
天津天惠汽车配件有限公司,Parts,XS(微型),12059.64,2014-01-02,True,,-2.401,11.3604
天津通鑫隆达汽车配件有限公司,Parts,XS(微型),5324.09,2021-03-02,True,,5.7084,5.7979
天津豪利汽车工程有限公司,Parts,S(小型),36548.79,1995-04-13,True,,11.4792,3.0879
天津合丰联汽车零部件有限公司,Electronics,S(小型),54763.01,2016-04-27,True,,8.8296,7.0658
天津市华瑞轩汽车配件有限公司,Parts,XS(微型),10043.57,2010-05-10,True,,1.2913,7.2756
天津普瑞驰汽车部件有限公司,Electronics,XS(微型),16391.86,2017-07-27,True,,-7.9012,-7.1754
天津捷世达汽车部件有限公司,Parts,XS(微型),12460.72,2017-03-30,True,,8.8121,-15.0812
天津市鸿程汽车零部件有限公司,Battery/Motor,XS(微型),6267.1,2020-04-17,True,,6.5473,-8.4846
卡车之家（天津）汽车配件有限公司,Parts,XS(微型),5513.87,2020-12-02,True,,11.1209,-13.7547
天津聚德汽车配件有限公司,Parts,XS(微型),12182.74,2021-08-19,True,,0.2093,-11.1087
天津市顺意成汽车零部件有限公司,Parts,XS(微型),5187.18,2016-05-03,True,,-14.8238,-3.0867
天津市路吉达汽车配件有限公司,Parts,XS(微型),11262.69,2009-04-13,True,,-0.316,4.4447
天津华诚汽车部件有限公司,Electronics,S(小型),90828.62,2023-11-08,True,,-6.9078,14.0826
天津市乐为汽车零部件有限公司,Parts,XS(微型),11102.99,2012-02-17,True,,10.832,6.977
天津戴特汽车零部件制造有限公司,Parts,S(小型),37355.03,2025-06-05,True,,12.9557,12.9862
天津市汽车电机二厂,Battery/Motor,XS(微型),12197.42,1995-12-01,True,,3.7889,11.3451
天津市园梦机电厂,Parts,XS(微型),9437.69,1997-12-04,True,,-4.8821,15.7172
天津市银光散热器厂,Parts,XS(微型),10652.81,1998-09-03,True,,5.4719,16.6846
天津市弘耀汽车零部件有限公司,Parts,XS(微型),18441.16,2018-10-15,True,,-13.4275,-3.9677
天津百斯特汽车配件有限公司,Parts,XS(微型),8539.39,2022-08-15,True,,-18.0534,3.1824
天津市国安汽车配件厂,Parts,XS(微型),18952.41,1997-08-27,True,,4.7964,17.2686
天津世纪腾华机电科技有限公司,Electronics,XS(微型),17540.64,2000-01-12,True,,16.6322,-5.5309
天津市民锐汽车零部件有限公司,Parts,XS(微型),6559.16,2011-02-14,True,,-12.866,11.6748
天津市新纪成汽车备品有限公司,Parts,XS(微型),5504.65,2008-11-04,True,,9.2103,-1.2273
江恩（天津）汽车零部件有限公司,Parts,XS(微型),5749.69,2023-04-24,True,,-4.5569,14.7389
天津车智连汽车电子有限公司,Electronics,XS(微型),5127.91,2023-11-27,True,,5.3328,-9.1712
天津市津源昊天汽车部件有限公司,OEM,S(小型),23283.21,2022-11-08,True,,-6.4791,-2.7607
天津市轮帮汽车配件有限公司,Parts,XS(微型),12887.87,2019-09-16,True,,13.3728,-5.1811
天津鑫喆汽车部件有限公司,Electronics,S(小型),22427.91,2023-04-21,True,,16.3714,-6.8589
上海辉旭密封材料有限公司天津分公司,Parts,S(小型),33418.3,2007-05-08,True,,10.2059,-10.8141
天津市鸿锦汽车零部件有限公司,Parts,XS(微型),16130.05,2023-09-22,True,,-6.431,-2.5855
天津市华锦汽车配件有限公司,Parts,XS(微型),5163.94,2022-08-10,True,,4.8487,-8.2827
鑫田（天津）汽车部件有限公司,Parts,XS(微型),15464.25,2025-02-11,True,,-9.2807,6.753
天津澳达汽车零部件制造有限公司,Parts,XS(微型),7390.32,2025-05-09,True,,6.2099,5.39
天津鑫津益汽车零部件有限公司,Parts,XS(微型),5889.96,2023-11-07,True,,4.6759,-8.4183
天津市骏驰集团有限公司,Parts,M(中型),306901.05,1998-02-20,False,2006-11-19,-11.83,-0.3461
天津华丰汽车装饰有限公司,Parts,XS(微型),11957.25,1995-09-11,False,2024-03-04,-3.3637,-0.5525
鹏驰五金制品有限公司天津分公司,Parts,XS(微型),16875.66,2005-04-20,True,,-4.4397,-0.4064
吉林万吉援环保设备有限公司天津分公司,Parts,XS(微型),13852.46,2010-06-12,True,,14.2189,-7.9869
天津市汽车车轮厂分厂,Parts,M(中型),364425.76,1988-03-14,False,2019-04-11,-13.6415,-0.8042
天津瑞博通汽车部品有限公司,Parts,M(中型),157446.75,1992-08-20,False,2018-10-29,-14.5443,-1.4492
天津清阳汽车部件有限公司东丽分公司,Parts,XS(微型),6394.39,2014-01-10,True,,14.9952,-6.5763
天津市精华物资供销有限公司汽车消声器厂,Parts,XS(微型),14154.19,2003-04-11,True,,14.8729,-7.1092
英莳精密部件（无锡）有限公司天津办事处,Parts,XS(微型),15301.46,2003-07-16,True,,4.0722,-2.4946
天津宝钢钢材配送有限公司北辰分公司,Parts,XS(微型),19738.47,2022-09-21,True,,7.9381,9.8612
黎安（天津）国际贸易有限公司市内办事处,Parts,XS(微型),8859.12,2002-11-29,True,,6.0178,-3.9044
天津爱信汽车零部件有限公司,Parts,L(大型),647080.94,1997-07-14,False,,-5.6873,14.9581
天津日业汽车零部件有限公司,Parts,M(中型),348890.68,2013-12-17,False,2016-05-11,15.3145,3.4293
天津可隆汽车配件有限公司,Parts,S(小型),34613.18,2018-01-04,False,2023-11-07,3.0653,-12.2918
津田（天津）汽车零配件有限公司,Parts,S(小型),89454.35,2019-02-15,False,2023-03-16,-0.9155,20.2505
天津宏友汽车配件制造有限公司,Parts,M(中型),398111.54,2018-03-30,False,2019-06-28,4.5418,-16.9274
天津易丰易通汽车电子有限公司,Electronics,M(中型),199459.15,2008-06-27,False,2020-06-24,-7.0243,-6.2217
天津贤诚交通器材有限公司,Parts,M(中型),334839.24,1992-11-28,False,2017-06-14,9.9699,-5.3456
天津津信汽车塑料制品有限公司,Parts,M(中型),336823.85,1993-08-27,False,2019-09-09,-12.466,-2.3519
天津弹簧制造有限公司,Parts,S(小型),23610.79,1981-08-15,False,2021-10-25,-4.7824,0.4114
天津市刹车管厂有限公司,Parts,XS(微型),17472.74,1981-07-27,False,2024-06-28,3.3771,-3.1493
天津市银泰客车桥有限公司,Electronics,M(中型),225505.04,1981-08-29,False,2020-06-25,-8.9817,-5.1135
天津市汽车制动器有限公司,Parts,S(小型),75630.85,1981-08-14,False,2022-05-16,-2.2749,0.9561
天津市活塞厂,Parts,S(小型),33476.12,1981-08-20,False,,-1.034,7.3557
天津市华鹏交通器材厂,Parts,XS(微型),17303.29,1994-10-22,False,,-2.9328,4.6973
天津市腾发伟业汽车真皮座套有限公司,Parts,XS(微型),8576.16,2011-01-06,False,2025-07-09,7.9909,-13.1867
天津纳士利汽车修理有限公司,Parts,S(小型),20351.91,1993-06-25,False,,3.2239,-0.4163
天津市汽车变速器厂,Parts,XS(微型),17541.4,1981-10-30,False,2013-12-02,5.9692,-2.346
天津市汽车电机厂,Battery/Motor,S(小型),23165.23,1981-08-31,False,2005-08-22,5.3005,12.6245
天津市汽车配件一厂,Parts,S(小型),33436.49,1981-09-01,False,,-0.6903,-0.9186
福日德（天津）制管有限公司,Parts,M(中型),461386.43,1998-06-02,False,2010-12-27,5.585,2.7782
天津市沃克斯汽车零部件有限公司,Electronics,XS(微型),18676.37,1998-04-22,False,,-3.6075,-0.5537
天津汽车暖风机有限公司,Parts,S(小型),50332.2,1981-07-28,False,2011-11-08,6.4323,10.1897
天津市汽车桥厂,Parts,M(中型),276461.88,1981-08-20,False,,-2.7666,7.423
天津市岳恒工贸有限公司,Electronics,XS(微型),9310.25,1999-08-19,False,2018-11-07,14.6377,-5.4281
天津市河北区众城实业公司,Parts,XS(微型),7507.59,1988-02-23,False,2012-12-28,3.8696,3.1717
天津市方向器制造厂,Parts,XS(微型),7885.8,1983-12-23,False,2019-07-09,4.3019,3.3294
天津柯文汽车零部件有限公司,Parts,M(中型),295168.65,2016-10-12,False,2018-01-29,-7.14,3.1832
天津轻型发动机有限公司,Parts,M(中型),335650.45,1996-11-27,False,,-6.604,0.2388
天津艾玛特动力系统有限公司,Parts,M(中型),357511.49,2007-08-16,False,2012-12-20,1.3532,-13.6248
天津市南开区佳成汽车配件厂,Parts,XS(微型),14940.58,1991-05-14,False,,-0.2405,-4.217
天津晨阳交通器材有限责任公司,Electronics,S(小型),23162.23,1981-08-15,False,2022-02-16,5.0286,5.4025
天津新陆汽车部件有限公司,Parts,M(中型),221607.76,1996-11-27,False,,5.7004,-2.2077
天津市东丽区星途汽车配件经营部,Parts,XS(微型),5415.32,2020-11-18,True,,12.5416,-5.2846
天津市西青区玉环汽车底盘部件厂,Parts,XS(微型),10710.74,2012-01-04,True,,-4.8,-10.1172
天津市津南区恒达亚迪汽车零配件经营部,Parts,S(小型),40704.89,2020-09-24,True,,8.899,-11.8901
天津市北辰区鑫业驰骋汽车零部件店,Parts,XS(微型),17116.74,2017-09-08,True,,-4.6127,6.3342
天津市东丽区斐魔汽车零配件经营部,Parts,S(小型),35181.07,2020-05-15,True,,9.3216,0.9804
天津市河西区利华程汽车配件经营部,Parts,S(小型),24146.62,2020-05-15,True,,4.6391,-8.4227
天津市东丽区涛毅汽车配件经营部,Parts,XS(微型),6096.21,2012-03-12,True,,5.8574,6.1828
天津市河西区卡仕达汽车电子中心,Parts,XS(微型),14369.61,2019-07-02,True,,5.3612,-9.1398
天津市津南区恺波汽车座椅加工厂,Parts,XS(微型),11780.79,2012-02-20,True,,10.4242,-13.239
天津市东丽区杰力特汽车配件厂,Parts,S(小型),23534.87,2014-11-05,True,,12.6381,3.9293
天津市张文卿汽车配件经营部,Parts,M(中型),114495.43,2007-09-17,True,,0.2713,-9.5859
天津市河西区而谈汽车饰件店（个体工商户）,Parts,XS(微型),13212.82,2024-11-04,True,,7.1093,-6.3426
天津市西青区小邵汽车电器店（个体工商户）,Battery/Motor,XS(微型),5530.67,2025-02-25,True,,-10.053,0.6833
天津市康姆普特汽车配件厂,Parts,S(小型),75073.3,2009-01-13,True,,3.0265,-13.9979
天津市长宏顺汽车拉线厂,Parts,S(小型),62326.41,2002-12-04,True,,-12.6918,-5.7378
天津市东丽区固诺汽车零配件经营部,Parts,M(中型),113988.32,2023-04-11,True,,12.9268,-1.2944
天津市西青区北斗星汽车电子中心,Electronics,XS(微型),5624.03,2018-04-12,True,,6.4016,-13.4553
天津红桥区通盈汽车配件经营部,Parts,XS(微型),19632.98,2018-10-29,True,,-0.6332,4.4139
天津河西区王志汽车电子工作室（个体工商户）,Battery/Motor,XS(微型),8400.47,2024-12-09,True,,4.8522,-8.5497
天津市南开区小徐汽车配件经营部,Parts,XS(微型),8358.32,2019-07-01,True,,-2.9723,-1.2686
天津市东丽区宝旺汽车配件中心,Parts,S(小型),73986.51,2018-01-30,True,,9.9244,-0.9235
天津市河西区耀发汽车电子中心,Electronics,XS(微型),18589.62,2019-07-24,True,,1.479,-6.405
天津市西青区利尔汽车零配件经营部,Parts,S(小型),97772.15,2021-02-02,True,,-8.9932,-1.7585
天津市西青区富泰汽车配件经营部,Electronics,S(小型),67238.61,2023-05-17,True,,-11.365,-1.8376
天津市东丽区孟霖汽车零部件商行,Parts,S(小型),36645.8,2019-06-21,True,,11.4458,0.3565
天津市西青区小乐汽车电子经营部（个体工商户）,Battery/Motor,XS(微型),5613.61,2023-10-18,True,,-5.363,-0.7907
天津市西青区新宏峰车轮商行,Battery/Motor,XS(微型),14684.5,2020-11-20,True,,2.9724,-11.3087
天津红桥区奕卓车品汽车饰件网店,Parts,XS(微型),10843.33,2022-04-08,True,,-1.1527,3.8005
天津市东丽区津源汽车配件商行,Parts,XS(微型),9002.79,2019-05-22,True,,10.4048,-2.3169
天津市河西区鑫华盛汽车电器电子经营部,Electronics,XS(微型),17565.06,2017-12-08,True,,4.5663,-8.3238
天津市西青区众合汽车配件经营部,Parts,XS(微型),5833.34,2019-07-11,True,,-17.3376,-5.76
天津市津南区孙广有汽车零配件经营部,Parts,S(小型),44193.68,2019-03-19,True,,8.686,-11.2872
天津市南开区金鑫龙汽车零部件再制造经营部,Parts,XS(微型),5079.32,2019-03-18,True,,-2.6215,-0.5027
天津市河东区春熙汽车零部件经营部（个体工商户）,Electronics,XS(微型),9574.85,2025-03-17,True,,7.4133,0.7767
天津市河西区志远汽车配件商行,Parts,XS(微型),5405.9,2019-03-14,True,,4.7762,-8.4165
天津市东丽区勒宁汽车零配件经营部,Electronics,M(中型),121073.8,2023-05-24,True,,8.6225,-1.1681
天津市河西区天逸通汽车零部件商行（个体工商户）,Parts,S(小型),24164.47,2024-08-26,True,,6.1745,-6.8099
天津市北辰区辉阳水箱修理部,Battery/Motor,XS(微型),12297.97,2004-06-21,True,,0.2545,6.5876
天津市北辰区安畅星汽车电子店,Electronics,XS(微型),14064.81,2019-06-13,True,,1.4147,7.3525
天津市东丽区宏伟汽车零配件经营部,Parts,S(小型),51143.13,2021-04-07,True,,7.7467,7.9732
天津北辰区凯鹏汽车电子厂,Electronics,XS(微型),18978.23,2022-09-01,True,,1.2276,7.5159
天津市河西区鑫锐汽车配件加工部,Parts,XS(微型),8407.46,2019-09-24,True,,3.8475,-6.293
天津市渤海内燃机厂,Parts,M(中型),158381.4,1995-11-08,False,,-12.9799,0.7111
天津市东丽区裕东汽车零配件商行（个体工商户）,Parts,S(小型),80938.42,2025-03-20,True,,11.0706,0.3582
天津市北辰区信兴达汽车零配件经营部（个体工商户）,Parts,S(小型),28662.68,2025-02-27,True,,0.1194,12.4543
天津西青区星深车灯经营部（个体工商户）,Electronics,XS(微型),19005.87,2025-04-03,True,,4.6415,-12.7884
天津河西区杨琼汽车配件经营部,Parts,S(小型),20395.09,2019-07-16,True,,1.4072,-6.2544
天津东丽区小耿汽车电子店,Parts,XS(微型),19182.06,2022-04-08,True,,5.8634,6.0528
天津红桥区鸿升汽车部件经营部,Parts,S(小型),21438.65,2023-02-24,True,,-2.3448,2.3116
天津市西青区一号改装汽车制造店（个体工商户）,OEM,XS(微型),17198.54,2025-03-28,True,,6.7153,-12.1048
天津市东丽区伊恒汽车零配件经营部,Electronics,XS(微型),10391.49,2020-08-06,True,,9.4947,-1.77
天津市北辰区津本塾汽车零部件商行,Electronics,XS(微型),19805.89,2019-01-21,True,,-3.8898,10.4059
天津市河东区金新鑫汽车零配件经营部,Parts,S(小型),22522.24,2022-11-15,True,,5.8713,-0.7437
天津滨海新区小飞汽车配件店,Parts,XS(微型),10775.15,2020-11-25,True,,1.5165,7.3463
天津市三北巨龙电子电器厂,Electronics,XS(微型),19166.74,2004-09-27,False,2021-10-15,-2.4329,9.3833
天津汽车散热器有限公司,Parts,S(小型),46415.14,1981-08-20,False,2008-11-15,-2.5312,9.269
天津市西青区昆德汽车零部件商行,Electronics,XS(微型),11964.81,2020-12-17,True,,-7.5904,-2.0329
天津市吉亚冲压有限公司,Parts,M(中型),306413.2,1998-09-16,False,2004-12-08,-11.2115,6.1632
天津汽车精密铸造有限公司,Parts,M(中型),207831.12,1996-12-03,False,,0.4363,1.9908
天津博达汽车部品制造有限公司,Electronics,M(中型),274564.43,2016-08-31,False,2017-10-30,-11.7039,-6.282
天津耀华研究开发有限公司,Parts,M(中型),256105.07,2023-05-15,False,2023-12-01,-1.7509,-3.2223
天津东明汽车电器工贸有限公司,Battery/Motor,S(小型),85292.81,2002-10-17,False,2020-06-24,-4.2393,-5.5396
天津金兴埃罗西汽车内饰系统有限公司,Parts,M(中型),107588.45,2013-03-13,False,2019-11-11,-10.5897,-8.285
天津市汽车仪表厂,Parts,M(中型),157175.5,1980-09-19,False,,4.5426,-0.1564
天津瞰源汽车配件有限公司,Parts,M(中型),461646.04,2012-11-20,False,2014-11-10,1.0325,8.0914
天津信强汽车零部件有限公司,Parts,M(中型),419051.77,2018-08-02,False,2019-08-19,7.8816,11.2889
天津市精球汽车配件制造有限公司,Parts,M(中型),208204.64,2015-07-20,False,2021-06-29,-5.6995,-9.7322
天津魔岩技研汽车部件有限公司,Parts,M(中型),271302.68,2017-04-18,False,2021-01-07,-9.2601,-2.6036
天津市宏程汽车配件厂,Parts,S(小型),31254.4,1984-10-09,False,2019-03-20,11.3857,-11.5755
天津益德电气有限公司,Parts,S(小型),27072.04,1992-03-16,False,2010-12-27,0.0424,-9.1743
天津浙亚汽车底盘部件有限公司,Electronics,XS(微型),9509.21,2013-10-16,False,2022-10-12,-11.3559,-1.8491
天津市明通汽车电器厂,Parts,XS(微型),8160.36,2002-02-27,False,2006-11-20,5.001,-0.6835
天津商德汽车部件制造有限公司,Parts,XS(微型),11229.64,2007-03-21,False,2017-06-19,-11.4812,7.1568
安昌（天津）冷却科技有限公司,Parts,M(中型),113327.21,2008-01-30,False,2023-02-20,-12.0431,-6.0229
天津市汽车机械配件厂,Parts,S(小型),95962.76,1981-09-01,False,,1.7029,2.2148
天津市京津仪表电器厂,Parts,XS(微型),19621.31,1982-10-14,False,,-3.5496,10.6136
天津市华夏橡塑制品公司,Parts,M(中型),307605.5,1981-09-06,False,2019-10-17,8.2055,-6.8658
天津市河东区津联高压软管总成厂,Parts,XS(微型),10513.13,1990-12-26,False,,5.5548,0.5677
天津市达标汽车配件厂,Electronics,XS(微型),7679.35,1982-07-29,False,,-1.5567,3.1041
天津市三星汽车电器公司,Parts,M(中型),370525.68,1993-12-27,False,2001-12-26,2.9165,10.6613
天津市柏依工贸公司,Parts,XS(微型),12918.71,1988-11-16,False,,-2.61,-4.7432
天津市天内汽车配件厂,Parts,XS(微型),6264.34,1996-03-06,False,2006-11-10,-2.1391,7.7264
天津理工学院教学实习厂,Parts,XS(微型),17676.77,1992-10-06,False,,-13.1332,-4.5109
天津市盛荣汽车配件厂,Parts,XS(微型),15638.2,1997-10-07,False,2004-02-01,7.1386,-8.6952
天津德记铸造材料有限公司,Parts,S(小型),92238.38,2001-05-18,False,2021-03-30,-3.5809,14.0595
天津市东杰工贸有限公司,Parts,XS(微型),13674.03,2002-08-26,False,2007-12-25,6.0491,2.7456
天津市鑫铁机车配件厂,Parts,XS(微型),11702.61,2000-06-22,False,2018-03-28,-2.1496,-2.1362
天津捷利兴机电有限公司,Parts,M(中型),196037.58,1995-12-25,False,2014-04-30,10.9279,1.1524
天津市华鼎工贸有限公司,Parts,XS(微型),18219.17,2002-07-17,False,2022-07-22,6.1603,-5.5286
天津有容工贸有限公司,Parts,XS(微型),16610.87,2003-09-02,False,2018-01-30,6.4393,-7.967
天津市京津微型汽车配件厂,Parts,XS(微型),5323.46,1993-05-05,False,,-4.4219,8.6871
