company_name,sector,company_size,initial_capital,establishment_date,active,death_date,x,y
天津市福尔德汽车部件制造有限公司,Parts,XS(微型),5186.14,2001-06-15,False,2006-11-10,2.7055,5.0269
天津市昱德散热器有限公司,Parts,XS(微型),8426.04,2003-05-06,False,2011-11-14,2.255,-4.398
天津市北辰区大发汽车配件厂,Parts,XS(微型),15380.55,1991-10-28,False,2002-10-30,-3.8567,4.8831
天津市鑫盛源工贸有限公司,Parts,XS(微型),19650.31,2005-04-12,False,2021-04-09,-1.0298,2.8608
海智吉人（天津）电动汽车动力总成有限公司,Parts,S(小型),25478.09,2019-01-30,False,2021-12-20,15.1718,3.6203
天津市刚强宏运汽车零部件制造有限公司,Parts,S(小型),52036.68,2018-01-11,False,2021-02-26,6.1728,-13.3933
天津天瑞汽车零部件有限公司,Parts,S(小型),36919.96,2012-06-15,False,2025-06-19,-6.3267,10.005
天津市金澳传动机械配件有限公司,Parts,S(小型),95273.27,2016-06-03,False,2019-10-28,-14.0074,-2.7918
天津首达永恒离合器厂,Parts,M(中型),387807.2,2017-05-24,False,2023-05-16,-5.0345,-0.1534
天津环方汽车电器有限公司,Battery/Motor,S(小型),77089.75,2010-09-17,False,,4.224,11.0013
天津锦城哈尼斯汽车电装有限公司,Electronics,S(小型),42523.84,2013-11-13,False,2016-12-16,2.6608,-3.5217
天津益中奥托立夫汽车安全系统有限公司,Parts,S(小型),38992.08,2002-06-03,False,,1.831,-2.4151
天津市鑫源达工贸有限公司,Parts,S(小型),31055.13,2002-08-29,False,2021-09-26,-8.8627,0.9251
天津津港亚太石油有限公司,Parts,M(中型),109497.65,1995-09-22,False,1997-12-04,-4.6596,12.2242
天津市汽车配件五厂,Parts,M(中型),402174.94,1981-08-20,False,,-4.0474,11.2173
天津市金星电子厂,Parts,XS(微型),15430.68,1992-01-06,False,,4.7181,10.533
天津光盈汽车镜有限公司,Parts,S(小型),99954.57,1993-04-20,False,2013-11-26,-4.4578,0.5842
天津市内燃机磁电机厂,Parts,S(小型),99460.18,1990-06-05,False,,2.5261,2.9143
天津市金源汽车油泵厂,Parts,XS(微型),10798.74,1995-04-22,False,,3.4835,2.9971
天津市汽车货厢厂分厂,Parts,XS(微型),14519.33,1991-11-25,False,,-10.7437,-0.395
天津市点火线圈厂,Parts,S(小型),91494.06,1990-03-23,False,,3.0936,1.8686
天津有野生物技术有限公司,Parts,XS(微型),16237.11,1991-04-09,False,2006-02-14,3.5022,-12.6372
天津市鑫利得工贸有限公司,Parts,S(小型),29779.6,2003-01-03,False,2023-06-30,-8.2621,9.8778
天津市河北区顺昌汽车配件厂,Electronics,XS(微型),9337.37,1993-04-26,False,,1.9834,2.9678
天津开发区天信机动车仪表厂,Parts,XS(微型),5980.42,1994-03-14,False,,6.7413,-0.7849
天津市佰达盛强汽车部品有限公司,Parts,S(小型),92871.63,2009-04-20,False,2017-06-16,-9.2828,-2.8417
日东迈特科思（天津）精密加工有限公司,Electronics,S(小型),53055.19,2004-02-20,False,,6.5178,-17.1831
天津市北辰区宜兴埠汽车配件厂,Parts,S(小型),28896.45,1981-08-31,False,,2.9722,10.2932
天津市汽车配件七厂,Parts,S(小型),58956.08,1980-08-30,False,,3.4384,5.4094
天津市金汉博汽车配件制造有限公司,Parts,S(小型),54085.78,2014-11-07,False,2021-03-08,-13.8562,-4.3829
天津市宬晟汽车配件有限公司,Parts,S(小型),35593.85,2018-10-11,False,2022-04-08,-7.7694,-11.6552
玖辉汽车部件（天津）有限公司,Electronics,S(小型),24010.62,2019-09-16,False,2021-02-22,14.7934,-11.9513
金广众（天津）汽车零部件有限公司,Electronics,S(小型),58943.99,2018-05-22,False,2018-09-25,2.4507,-12.1677
天津市津西华北内燃机螺丝厂,Parts,S(小型),46207.18,1995-12-01,False,,-7.8031,-12.7587
天津华驰汽车部件有限公司,Electronics,S(小型),69319.81,2014-11-19,False,2020-08-04,-13.9933,2.2659
天津市新盾齿轮厂,Parts,S(小型),46196.46,1995-05-17,False,,-12.0247,0.7433
天津隆鑫泰丰汽车零部件有限公司,Electronics,S(小型),78827.78,2015-02-05,False,2019-05-23,-6.8419,4.9787
天津友捷兴佳泰汽车部件有限公司,Electronics,S(小型),48617.91,2016-03-21,False,2018-10-25,-14.5808,6.8165
天津市津西中兴汽车配件厂,Parts,S(小型),49329.74,1990-01-20,False,,-6.2639,-0.0088
天津华晨亚太石油有限公司,Parts,S(小型),81994.47,1995-09-22,False,1998-10-09,-5.4135,6.1097
天津市连杆厂,Parts,S(小型),38287.1,1981-08-05,False,,1.8715,2.6257
天津市永淏汽车部件有限公司,Parts,S(小型),24814.33,2011-04-19,False,2020-06-25,-9.2148,1.2001
天津市旭通伟泰汽车部件有限公司,Parts,S(小型),20948.27,2014-06-05,False,2022-06-06,-3.7679,13.8638
天津安达名北车桥制造有限公司,Parts,S(小型),67429.24,2005-02-23,False,2019-03-05,16.332,-6.8819
天津恒鑫汽车零部件有限公司,Parts,S(小型),54275.99,2021-12-13,False,2023-02-27,-2.1642,-3.0931
汝卡（天津）汽车配件有限公司,Parts,S(小型),62109.87,2017-03-08,False,2023-05-16,2.1656,20.4019
天津市兴磊汽车零部件有限公司,Parts,S(小型),28176.4,2007-05-11,False,2017-08-29,-6.9919,-2.7803
天津市联进机电有限公司,Electronics,S(小型),24908.61,2004-06-11,False,2008-01-15,0.1648,10.143
天崎汽车部件（天津）有限公司,Electronics,S(小型),20473.7,2019-04-26,False,2024-08-09,-16.1786,6.4431
天津市华瑞通汽车部件有限公司,Electronics,S(小型),35162.54,2013-06-14,False,2022-04-19,4.8346,-3.7505
天津远腾滤清器厂,Battery/Motor,XS(微型),11327.55,2002-06-13,False,2005-11-07,6.6168,-4.8012
天津市实力微型汽车配件制造厂,Parts,XS(微型),8612.41,1998-07-23,False,2001-12-28,8.6327,-3.9632
天津市宏陆汽拖配件厂,Parts,XS(微型),9169.72,2001-06-11,False,2019-06-24,-1.479,-0.6184
天津市奥瑞通汽车配件有限责任公司,Parts,XS(微型),17511.68,2007-08-22,False,2017-06-16,-17.82,2.3316
天津盛新永达汽车零部件有限公司,Parts,XS(微型),8102.9,2013-10-24,False,2014-05-13,-11.662,8.9027
天津松达机械设备工贸有限公司,Parts,XS(微型),10195.83,2005-07-07,False,2010-12-06,-3.4282,-1.6171
天津市宽广汽车配件厂,Parts,XS(微型),14817.54,1998-01-22,False,,1.8572,13.3609
天津市西青区兴发冲压件有限公司,Parts,XS(微型),8663.88,2001-08-30,False,2017-11-06,-12.3488,-2.2691
天津市汽车空气滤清器公司,Parts,M(中型),272157.27,1993-07-17,False,,-2.7308,-1.881
天津正发汽车配件有限公司,Parts,S(小型),80130.22,1995-02-23,False,1997-09-30,-3.8614,11.5621
天津市华云汽车零部件科技开发有限公司,Electronics,XS(微型),18648.26,1998-10-12,False,2007-12-11,8.5618,10.0124
天津市万力嘉通工贸有限公司,Parts,XS(微型),6130.8,2003-01-17,False,2020-06-25,-10.9508,1.1145
天津市红桥区天通汽车配件厂,Parts,XS(微型),18064.72,1988-12-17,False,,-3.3903,5.1852
天津市东丽区奔特汽车配件厂,Parts,XS(微型),9891.3,2001-05-14,False,2011-12-01,7.2234,7.2113
天津市磊鑫冲压件有限公司,Parts,XS(微型),7152.35,2000-12-11,False,2002-10-09,-10.5457,-0.5616
天津市北宇汽车零部件制造有限公司,Parts,XS(微型),9449.25,2003-08-25,False,2021-04-01,5.1073,2.2179
天津市科诺汽车零部件有限公司,Parts,XS(微型),19453.98,2009-10-29,False,2017-06-09,-4.2024,-5.1426
天津市津西新成福利冲压件厂,Parts,S(小型),44193.18,1991-04-18,False,,-8.8071,-1.432
天津市河东汽车配件厂,Parts,XS(微型),7886.75,1981-09-30,False,2005-11-07,2.8373,0.6434
天津二中仪表电器厂,Parts,XS(微型),12031.38,1981-09-14,False,,2.9929,2.3589
天津市南开区天力汽车配件厂,Parts,XS(微型),6975.13,1997-03-17,False,2002-10-23,-3.9644,1.5308
天津市天洋汽车电器厂,Electronics,XS(微型),5554.49,1993-08-06,False,2006-11-10,-2.8912,11.0957
天津市津西青发汽车配件厂,Parts,XS(微型),5978.1,1996-07-24,False,2001-12-10,-7.528,1.8785
天津乐屹汽车装具有限公司,Parts,XS(微型),5971.2,2015-04-30,False,2018-11-19,-2.6757,-0.5134
天津市精顺电器有限公司,Parts,XS(微型),6171.98,1999-09-17,False,2005-10-08,10.1604,-0.8306
天津市津南汽车螺丝厂,Parts,XS(微型),6061.11,1985-04-17,False,2001-12-25,15.2593,-12.0828
天津市西青区旭东金属橡胶制品厂,Parts,XS(微型),12156.68,1992-12-08,False,2005-10-15,-16.9288,-5.021
天津市高士达汽车配件厂,Parts,XS(微型),6433.88,2002-06-06,False,2017-06-14,4.7549,-0.862
天津市佰仕德交通器材厂,Parts,XS(微型),8073.88,1997-07-03,False,2004-12-14,3.6731,-2.5887
天津市津软汽车配件制造厂,Parts,XS(微型),17333.67,1993-04-21,False,2006-10-25,3.9514,-3.0461
天津市红岩齿轮厂,Parts,XS(微型),9645.47,1988-01-23,False,2008-11-15,1.8291,6.4501
天津市星光汽车电器有限公司,Parts,XS(微型),12614.78,2003-01-09,False,2005-08-22,5.6803,12.5083
天津市北辰区佳兴机械厂,Parts,XS(微型),6349.17,1998-02-17,False,,-14.2766,6.2752
天津市仁源汽配有限公司,Parts,XS(微型),6527.39,1996-12-13,False,2002-10-30,-2.0307,-1.4562
天津市精益汽车配件厂,Parts,XS(微型),5291.46,1992-12-18,False,,5.4919,1.8759
天津市曹氏汽车附件有限公司,Parts,XS(微型),6319.45,1997-06-16,False,2002-09-20,13.0439,-8.9108
天津市津泊轴瓦厂,Parts,XS(微型),7356.96,1993-02-23,False,,-14.4098,0.8683
天津市津西光达汽车靠垫厂,Parts,XS(微型),6390.59,1996-08-21,False,2002-09-15,-18.6507,-4.892
天津市北辰区津华汽摩配件厂,Parts,XS(微型),5654.24,1992-11-13,False,,-13.4878,2.1505
天津市鑫泰汽车配件厂,Parts,XS(微型),5910.17,1995-11-03,False,,-1.8706,5.6367
天津市仁益液压机电厂,Parts,XS(微型),9470.8,1996-10-10,False,,-1.8414,2.9087
天津市腾福汽车密封垫厂,Parts,XS(微型),6655.72,1999-09-20,False,,-2.7785,-0.8906
天津市万云汽车配件厂,Parts,XS(微型),8284.81,1998-07-03,False,2002-10-30,-1.6515,6.8717
天津市西青区金科汽车配件加工厂,Parts,XS(微型),10047.49,2004-05-17,False,2023-06-30,-4.2805,-9.1158
天津市京警汽车配件厂,Parts,XS(微型),13020.54,1996-05-02,False,2009-11-13,-1.9704,4.9582
天津市汽车工业公司技校实习工厂,Parts,XS(微型),5280.05,1984-12-05,False,,-7.6727,5.8208
天津市瑞达汽车部件有限公司,Parts,XS(微型),15144.78,2003-03-13,False,2013-12-23,-11.4827,7.1517
天津市河西区广元汽车配件厂,Parts,XS(微型),11939.98,1994-05-20,False,2006-10-25,4.7007,-8.5507
天津市华安电器厂,Parts,XS(微型),5600.08,1983-11-21,False,2009-11-15,3.6458,2.8532
天津市津西密云汽车配件综合加工厂,Parts,XS(微型),16784.82,1988-11-14,False,,-4.1793,0.454
天津市津铁澳洋汽车安全设备厂,Parts,XS(微型),17922.16,1981-09-14,False,2003-11-25,5.2586,3.0959
天津申邦汽车部件有限公司,Electronics,XS(微型),5441.8,2012-07-12,False,2017-11-17,4.816,7.7355
天津市德益汽车配件厂,Electronics,XS(微型),7339.51,2003-01-20,False,2021-07-09,6.2796,2.9767
天津市万通铸造厂,Parts,XS(微型),15288.03,1996-06-27,False,2006-11-10,3.4161,14.0695
天津市滨湖交通电器厂,Parts,XS(微型),14108.06,1988-12-21,False,,-1.2888,-5.3897
天津市北辰区华日汽车配件工贸中心,Parts,XS(微型),6457.47,1998-05-28,False,,1.2225,11.2972
天津市北辰区龄芝汽车配件厂,Parts,XS(微型),6683.61,1998-01-08,False,,3.2165,16.2997
天津市内燃机轴瓦厂,Parts,XS(微型),8356.35,1992-06-25,False,2004-12-03,-16.1605,-5.2431
天津市亿佳汽车零部件有限公司,Battery/Motor,XS(微型),9787.73,2006-08-10,False,2011-11-15,-4.8521,3.8248
天津市河北区通达汽车装俱装饰用品厂,Electronics,XS(微型),11781.39,1995-04-06,False,,5.5668,3.4825
天津市汽摩化油器厂,Parts,XS(微型),8338.31,1996-07-08,False,,-2.2278,6.5839
天津市永兴汽车配件厂,Parts,XS(微型),9493.88,1993-02-06,False,,-16.1895,-3.35
天津市河北区津通机械实验厂,Parts,XS(微型),14092.64,1997-08-01,False,,1.8668,5.4768
天津市红桥区明东汽车配件厂,Parts,XS(微型),5260.84,1999-02-02,False,,-2.4227,2.1276
天津市津卓汽车配件厂,Parts,XS(微型),7095.0,1997-01-15,False,,-1.4103,5.427
天津市北辰区北环综合加工厂,Parts,XS(微型),13441.55,1989-03-21,False,,5.0355,12.7136
天津市西粮散热器厂,Parts,XS(微型),17295.7,1983-06-27,False,2004-12-14,4.3857,-6.8511
天津市西青区华立福利汽车配件厂,Parts,XS(微型),10163.2,1989-01-09,False,2011-11-15,-4.7812,-3.4236
天津市鑫利源汽车金属装饰件厂,Parts,XS(微型),10455.25,1995-12-18,False,2010-11-15,5.138,5.3605
天津市北方汽车塑料配件厂,Parts,XS(微型),5800.88,1988-07-28,False,,-17.4833,-5.0052
天津市隆铁通用配件机械厂,Parts,XS(微型),9296.92,2002-05-14,False,2006-11-20,4.6197,1.1264
天津市康宏汽车油管有限公司,Parts,XS(微型),10462.55,1997-05-16,False,2000-08-20,-4.1104,1.3819
天津市顺联汽车配件厂,Parts,XS(微型),6997.64,1994-05-23,False,,-7.3986,-0.6892
天津市弘瑞汽车配件加工厂,Parts,S(小型),30847.71,1993-06-15,False,2019-09-05,3.0917,-16.4286
天津市恒瑞汽车部件有限公司,Electronics,XS(微型),8435.63,2003-03-19,False,2004-11-30,-5.8542,3.1138
天津市新夏汽车配件工贸中心,Parts,XS(微型),5141.08,1998-05-22,False,,-2.0143,0.6051
天津华旭腾达汽车装具有限公司,Parts,XS(微型),7814.14,2008-12-04,False,2017-06-16,6.1938,-12.4945
天津津围兴淀五金厂（普通合伙）,Parts,XS(微型),6703.08,2002-10-08,False,2025-05-22,5.2613,13.3186
天津广达科技发展有限公司,Parts,S(小型),33879.8,2005-08-16,False,2018-03-09,-3.5957,-4.6854
天津市德众汽车用品厂,Parts,S(小型),24251.59,2004-04-02,False,,-16.1344,-5.2498
天津仁益日丰汽车零部件有限公司,Parts,XS(微型),17183.86,2009-09-04,False,2017-03-17,-5.2899,4.0942
天津市昌正众和汽车部件有限公司,Parts,XS(微型),11385.4,2011-08-03,False,2023-05-26,11.342,-10.0458
天津市益师汽车配件产销处,Parts,XS(微型),12818.3,2003-06-17,False,2007-12-26,-3.3949,2.0942
赤坂（天津）汽车配件有限公司,Parts,XS(微型),14931.33,2005-07-01,False,2021-11-12,14.8845,-8.1049
天津市奥鑫凯工贸中心,Parts,XS(微型),9978.43,2003-04-21,False,2010-11-15,4.7592,4.5432
天津市民正工贸有限公司,Electronics,XS(微型),5640.29,2005-08-08,False,2023-09-04,8.7094,-0.7149
天津市亿鑫福汽车配件有限公司,Parts,XS(微型),10527.87,2012-07-19,False,2021-01-05,-14.7314,1.8696
天津市飞驰工贸有限公司,Electronics,XS(微型),11279.34,1996-03-10,False,2020-09-18,5.8043,1.786
天津市一零九中学汽车配件有限公司,Parts,XS(微型),14053.01,1982-06-28,False,2024-11-27,-3.0946,-3.6941
天津盈顺汽车配件有限公司,Parts,XS(微型),9096.09,2005-06-24,False,,-11.9792,4.2214
天津市南开区万博汽车配件厂,Parts,XS(微型),5967.34,2000-12-08,False,2023-06-16,-4.241,0.4803
天津市三维汽车设备有限公司,Parts,XS(微型),7410.03,2000-07-28,False,,9.8879,-0.369
天津市绿达涂料厂,Parts,XS(微型),8271.18,1994-08-08,False,2024-04-11,-4.7154,-11.7904
天津市佳华汽车配件厂,Parts,XS(微型),12241.96,2002-11-27,False,2007-12-25,4.0133,1.6146
天津信重机电有限公司,Parts,XS(微型),11030.95,1999-11-19,False,2008-12-31,-3.6447,-4.4729
天津三合海龙商贸有限公司,Electronics,XS(微型),8191.47,1998-09-01,False,,-3.0811,1.8353
天津市鹏宇汽车零件配件厂,Parts,XS(微型),19629.6,1996-08-15,False,2006-10-13,-4.6682,-0.581
天津市保安利汽车配件有限公司,Parts,XS(微型),11579.31,1999-01-06,False,2012-12-07,4.1958,-1.0325
天津天亚众恒汽车部件有限公司,Electronics,XS(微型),6946.96,2018-10-18,False,2022-07-29,-9.3888,0.7451
天津市北辰区洪通福利汽车装具服务部,Parts,XS(微型),5757.7,1991-03-22,False,2008-11-15,-6.8341,6.8986
天津市北辰区长龙轻工机械厂,Parts,XS(微型),6180.17,2001-10-25,False,2007-12-11,3.4366,6.3517
天津市西青区兴旺汽车配件综合加工厂,Parts,XS(微型),7031.55,1995-03-11,False,2004-11-30,-13.2894,-0.2001
天津市宏盛汽车制动器有限公司,Parts,XS(微型),6247.55,2016-07-04,False,2017-11-15,-11.692,-6.0206
天津市宏奥汽车部件有限公司,Parts,XS(微型),6475.82,2012-04-24,False,2016-04-08,-7.0371,-2.7777
天津富松杰汽车零部件有限公司,Parts,XS(微型),7423.6,2016-02-26,False,2018-09-20,-13.9645,-3.3816
亚希（天津）科技发展有限公司,Parts,XS(微型),6358.45,2006-01-04,False,2011-11-15,-6.9268,-10.5869
天津市西青区趁源汽车装具厂,Parts,XS(微型),17333.11,1997-06-07,False,,-12.7249,0.9734
天津市瑞婷汽车配件制造有限公司,Parts,XS(微型),5588.25,2001-04-04,False,2006-11-20,9.1054,0.8348
天津奔驰汽车刮水器厂,Parts,XS(微型),10345.64,1986-09-26,False,2003-11-25,5.1396,3.116
天津金别特汽车制动器有限公司,Parts,XS(微型),8831.89,2003-12-17,False,2013-12-02,-0.1178,-9.1398
天津市普伦汽车部件有限公司,Parts,XS(微型),19517.35,2001-04-29,False,,-0.5592,-1.0166
天津盈佳工贸有限公司,Parts,XS(微型),5840.15,2004-12-10,False,2006-12-06,13.681,0.6478
天津恒航机械配件制造有限公司,Electronics,XS(微型),8679.66,2002-12-04,False,2013-12-23,-1.6928,3.6813
天津捷顺汽车用品有限公司,Parts,XS(微型),19171.2,2006-02-07,False,2008-11-15,6.2598,0.5343
天津市万方汽车电子配件厂,Electronics,XS(微型),16598.06,1998-11-04,False,,4.2105,4.0581
向荣（天津）机电有限公司,Parts,XS(微型),15520.17,1994-07-06,False,2011-11-24,-3.8215,-4.4971
天津市爱金汽车部件有限公司,Parts,XS(微型),7148.96,2001-12-21,False,2018-05-31,-4.2468,3.7923
天津市双佳汽车装备有限公司,Parts,XS(微型),6336.58,2006-02-23,False,2018-05-28,-1.5334,2.1737
天津市三友汽车配件制造有限公司,Parts,XS(微型),12633.78,2002-08-13,False,2015-03-02,4.0465,4.3779
天津市银桥汽车桥垫厂,Parts,XS(微型),18134.69,1996-05-27,False,2017-06-13,-2.5551,-3.7594
天津市津西向前五金制品厂,Parts,XS(微型),10818.69,1996-12-26,False,2010-01-20,-4.5689,1.1203
天津市鸣远汽车部件制造有限公司,Parts,XS(微型),11043.71,1995-06-30,False,2004-12-14,5.4846,-4.8545
天津市富士通工贸有限公司,Parts,XS(微型),7371.13,2001-10-17,False,2017-06-16,-2.1338,-10.2489
天津市金华能汽车零部件有限公司,Parts,XS(微型),14529.51,2006-09-29,False,2011-11-21,-2.9825,-3.633
天津大众新世纪汽车用品厂,Parts,XS(微型),6480.1,2006-01-25,False,2017-06-13,-2.647,-0.119
天津市福尔特散热器有限公司,Parts,XS(微型),7831.49,2005-09-29,False,,-3.2803,-0.2193
天津市永旺达汽车装饰用品有限公司,Parts,XS(微型),9017.96,2004-04-20,False,2017-06-16,-8.0496,0.2918
天津市河西区德利机械配件厂,Parts,XS(微型),10106.06,1993-06-11,False,2001-12-28,5.7436,-7.8684
天津市长宏汽车拉线厂,Parts,XS(微型),6997.05,1990-06-28,False,2004-11-18,-12.0555,-7.4744
天津恒源通工贸有限公司,Parts,XS(微型),5862.85,2004-05-25,False,2017-06-16,-15.565,-3.1687
天津市纳达汽车配件有限公司,Parts,XS(微型),11657.35,1998-07-21,False,2005-08-22,-3.2951,7.9719
天津市辰农汽车配件厂,Parts,XS(微型),7460.07,2004-01-16,False,2005-08-22,-7.0851,9.7067
天津市海门汽车配件厂,Parts,XS(微型),11192.07,1993-08-23,False,,6.3121,2.4694
天津市雄鹰散热器厂,Parts,XS(微型),6193.06,2001-09-05,False,2017-06-13,-4.6342,0.0588
天津市天保汽车塑料配件厂,Parts,S(小型),43384.29,1993-10-27,False,2017-12-11,5.5913,3.5237
天津市亮辉汽车电器厂,Parts,XS(微型),10462.15,2002-12-12,False,2023-03-09,2.8538,11.0824
天津伊耶那汽车零部件有限责任公司,Electronics,XS(微型),5372.43,2015-10-16,False,2020-08-18,5.4657,12.8447
天津市河北区中环电器厂,Parts,XS(微型),7973.08,1997-06-04,False,2019-05-21,4.7281,3.889
天津市河北区华龙汽车配件厂,Parts,XS(微型),6024.15,1993-04-14,False,,1.3954,2.5409
天津市南开区三环机械制造厂,Battery/Motor,XS(微型),5459.16,1981-09-14,False,,-2.5585,-6.0841
天津市华硕汽车装饰件厂,Parts,XS(微型),19723.57,2000-03-21,False,,-11.1169,-0.5374
天津市华尔德商贸有限公司,Electronics,XS(微型),7817.11,2003-02-28,False,2013-12-06,2.8323,-0.4938
天津市华丽汽车配件厂,Parts,XS(微型),15366.08,1995-02-13,False,,2.6556,6.0122
天津市友友工贸有限公司,Parts,XS(微型),7116.7,2001-04-13,False,2006-11-20,3.1482,2.3728
天津市津西轻机汽车配件厂,Parts,XS(微型),12861.02,1989-01-18,False,2001-12-10,-12.4328,1.1041
天津新耀凯发汽车零部件制造有限公司,Electronics,XS(微型),14344.08,2016-11-16,False,2023-11-24,5.1821,9.3506
天津市欧林特汽车设备高科技有限公司,Parts,XS(微型),11417.74,1998-08-05,False,2001-07-17,7.4668,0.8591
天津市铁马汽车刮水器有限公司,Parts,XS(微型),9613.62,2002-01-07,False,2020-06-22,5.5732,2.0763
天津市斯曼汽车配件厂,Parts,XS(微型),8849.59,2004-05-09,False,2012-11-21,-4.6847,0.1778
天津市帅利工贸有限公司,Parts,XS(微型),8109.79,1998-12-22,False,2010-12-03,5.6681,0.1771
天津市鑫瑞塔汽车配件有限公司,Parts,XS(微型),18138.54,2012-03-19,False,2020-03-25,-5.0022,-0.1907
天津市红桥区奔特微型汽车配件厂,Parts,XS(微型),15814.4,1993-06-09,False,2002-12-30,-4.0233,6.9059
天津市河北区德宏汽车配件厂,Parts,XS(微型),19053.47,1999-10-25,False,2010-11-15,2.907,7.4364
天津市伟益汽车配件厂,Battery/Motor,S(小型),24429.24,2002-01-16,False,,5.1371,11.811
天津市顺达汽车电子器件厂,Electronics,XS(微型),13771.97,1992-06-22,False,2003-11-25,3.0829,2.5002
天津卓英研究开发院（普通合伙）,Electronics,XS(微型),18361.46,2023-04-10,False,2023-08-02,-1.1601,0.214
天津市沃德汽车装备有限公司,Parts,XS(微型),6428.11,2012-03-28,False,2013-12-02,6.9809,9.7172
希捷汽车零部件（天津）有限公司,Parts,XS(微型),5482.83,2017-06-30,False,2018-12-25,1.6004,-13.5465
天津久泰汽车部件有限公司,Parts,XS(微型),13969.12,2019-07-30,False,2020-06-29,-4.4264,-5.3588
天津市坂东汽车国际贸易有限公司,Parts,XS(微型),11087.59,2005-05-27,False,2013-12-02,5.3379,-5.875
天津市瑞禧工贸有限公司,Parts,XS(微型),16062.07,2003-05-21,False,2007-12-26,1.3745,-0.9819
天津市微型汽车附件厂,Parts,XS(微型),6069.06,1997-01-06,False,2011-12-26,2.9669,2.8296
天津市汽车电机配件厂,Battery/Motor,XS(微型),15058.05,1981-01-26,False,,4.5839,-0.8666
天津美亚特汽车部件有限公司,Parts,XS(微型),6612.44,2003-06-25,False,2006-11-10,-7.6396,5.6906
天津创研汽车电子有限公司,Parts,XS(微型),6273.37,2011-06-20,False,2022-10-12,6.5394,-8.9254
天津市鑫旺复合材料厂,Parts,XS(微型),6278.67,1996-10-25,False,,-3.025,-10.668
天津力欧线束有限公司,Battery/Motor,XS(微型),15466.53,2005-03-11,False,,14.792,-4.9806
天津利祥车料有限公司,Parts,XS(微型),12573.57,2003-03-12,False,,-7.7946,10.0423
天津市西青区津洋制动器材厂,Parts,XS(微型),10324.92,1985-09-13,False,,-3.9553,3.1879
天津市和平区诚信汽车配件厂,Parts,XS(微型),8222.57,1994-08-29,False,,0.8943,-0.3396
天津市三十四中学校办工厂,Parts,XS(微型),16869.31,1981-09-01,False,2020-05-13,2.6501,-1.6363
天津市虹旺金属结构厂,Parts,XS(微型),8614.81,1998-05-27,False,2005-10-08,6.7306,-6.9233
天津市慧德福汽车用品制造厂,Parts,XS(微型),15510.0,1999-01-13,False,2017-12-12,13.5877,-12.3715
天津市美亚汽车刹车盘厂,Parts,XS(微型),9190.85,1993-04-05,False,2000-08-23,4.3826,-6.8658
天津市新诺工贸有限公司,Electronics,XS(微型),8431.66,2004-12-03,False,2012-11-21,-1.0365,-6.17
天津兴晨汽车部件有限公司,Electronics,XS(微型),9495.79,2010-10-25,False,2017-06-13,2.9018,4.8343
天津市实验汽车配件厂,Parts,XS(微型),7593.07,1995-05-26,False,2020-12-23,1.5355,-4.1239
天津市凯发工贸有限公司,Parts,XS(微型),14095.34,1995-06-27,False,,4.2706,-1.201
天津市呈发顺汽车配件有限公司,Parts,XS(微型),10037.78,2010-03-26,False,2017-06-16,-17.3841,-5.1142
天津市南开区工美汽车装饰件厂,Parts,XS(微型),6898.84,1993-12-28,False,2017-06-13,-2.5295,-2.3549
天津市振雄汽车配件厂,Parts,XS(微型),17400.75,1999-11-24,False,,-14.3894,-6.132
天津市协和汽车零部件有限公司,Parts,XS(微型),8513.25,2001-10-26,False,2004-12-14,5.3767,-6.1336
天津市鸿尚汽车零部件有限公司,Parts,XS(微型),10622.37,2007-01-08,False,,-11.2937,2.4864
天津镪盛汽车零部件有限公司,Parts,XS(微型),17567.93,2023-02-20,False,2024-06-11,-3.2731,15.5435
天津市红桥区四通汽车配件厂,Parts,XS(微型),11879.52,1997-06-09,False,,-0.2703,2.8738
天津市景宏塑料泡沫制品厂,Parts,XS(微型),5879.63,1997-04-10,False,2006-11-20,9.1915,-0.3873
天津市小客车修理厂二分厂,Parts,XS(微型),18399.47,1983-02-16,False,2017-10-30,-0.3343,-1.189
天津市希特汽车水箱厂,Parts,XS(微型),11936.8,1998-11-24,False,,-2.5072,0.1098
天津市津东富豪物资经销公司,Parts,XS(微型),7954.32,1993-09-01,False,2001-08-04,14.6038,-6.5055
天津市浩德工贸有限公司,Parts,XS(微型),6064.85,2003-02-21,False,2004-12-16,15.6674,-11.0765
天津市恒盾工贸有限公司,Parts,S(小型),71784.35,2003-09-04,False,2005-08-22,-3.8163,9.9276
天津市庞大华睿汽车零部件制造有限公司,Parts,XS(微型),11811.12,2012-01-11,False,,-4.4138,12.9422
天津市津德汽车零部件有限公司,Parts,XS(微型),10474.8,2003-12-03,False,2010-11-12,-9.96,-0.0899
天津市河北区求实汽车配件厂,Parts,XS(微型),17264.22,1994-06-02,False,,4.0972,3.2153
天津市西青区杨柳青振兴电器厂,Parts,XS(微型),14919.45,1988-11-07,False,,-13.341,-1.3954
天津市舰盈商贸有限公司,Parts,XS(微型),6170.03,1987-11-04,False,2007-12-26,-3.5559,-1.3724
天津市津浩工贸有限责任公司,Parts,XS(微型),7702.74,2006-06-26,False,2017-06-16,5.0142,-16.1062
天津市铁东汽车配件有限公司,Parts,XS(微型),7056.27,2011-01-06,False,,2.605,5.4134
